Dealer_Name,Model,Company,Price ($)
Chrysler Plymouth,Dakota,Dodge,21001.0
Chrysler Plymouth,DeVille,Cadillac,57998.5
Chrysler Plymouth,Diamante,Mitsubishi,21650.2
Chrysler Plymouth,Durango,Dodge,23500.285714285714
Chrysler Plymouth,E-Class,Mercedes-B,24600.4
Chrysler Plymouth,ES300,Lexus,30500.0
Chrysler Plymouth,Eclipse,Mitsubishi,18850.5
Chrysler Plymouth,Elantra,Hyundai,26000.0
Chrysler Plymouth,Eldorado,Cadillac,40070.78571428572
Chrysler Plymouth,Escalade,Cadillac,36000.5
Chrysler Plymouth,Escort,Ford,13500.0
Chrysler Plymouth,Expedition,Ford,28470.4
Chrysler Plymouth,Explorer,Ford,30750.25
Chrysler Plymouth,F-Series,Ford,14000.0
Chrysler Plymouth,Firebird,Pontiac,43250.5
Chrysler Plymouth,Focus,Ford,49001.0
Chrysler Plymouth,Forester,Subaru,22580.5
Chrysler Plymouth,Frontier,Nissan,26450.1
Chrysler Plymouth,GS300,Lexus,17001.0
Chrysler Plymouth,GS400,Lexus,15800.2
Chrysler Plymouth,GTI,Volkswagen,23750.5
Chrysler Plymouth,Galant,Mitsubishi,36000.0
Chrysler Plymouth,Golf,Volkswagen,21500.0
Chrysler Plymouth,Grand Am,Pontiac,24833.333333333332
Chrysler Plymouth,Grand Cherokee,Jeep,15250.0
Chrysler Plymouth,Grand Marquis,Mercury,31699.7
Chrysler Plymouth,Grand Prix,Pontiac,32099.5
Chrysler Plymouth,I30,Infiniti,25364.714285714286
Chrysler Plymouth,Integra,Acura,45000.5
Chrysler Plymouth,Intrigue,Oldsmobile,43000.0
Chrysler Plymouth,Jetta,Volkswagen,30461.576923076922
Chrysler Plymouth,LHS,Chrysler,31125.666666666668
Chrysler Plymouth,LS,Saturn,48125.25
Chrysler Plymouth,LS400,Lexus,38999.5
Chrysler Plymouth,LW,Saturn,18001.0
Chrysler Plymouth,LX470,Lexus,54001.0
Chrysler Plymouth,Land Cruiser,Toyota,33000.0
Chrysler Plymouth,LeSabre,Buick,20000.0
Chrysler Plymouth,Lumina,Chevrolet,24811.222222222223
Chrysler Plymouth,M-Class,Mercedes-B,31400.4
Chrysler Plymouth,Malibu,Chevrolet,35362.375
Chrysler Plymouth,Maxima,Nissan,22525.25
Chrysler Plymouth,Metro,Chevrolet,21314.428571428572
Chrysler Plymouth,Monte Carlo,Chevrolet,27000.333333333332
Chrysler Plymouth,Montero Sport,Mitsubishi,30666.777777777777
Chrysler Plymouth,Mountaineer,Mercury,21050.0
Chrysler Plymouth,Mustang,Ford,29583.833333333332
Chrysler Plymouth,Navigator,Lincoln,23767.0
Chrysler Plymouth,Neon,Plymouth,23500.0
Chrysler Plymouth,Odyssey,Honda,27000.0
Chrysler Plymouth,Outback,Subaru,31666.666666666668
Chrysler Plymouth,Park Avenue,Buick,51499.25
Chrysler Plymouth,Passat,Volkswagen,16889.444444444445
Chrysler Plymouth,Passport,Honda,24500.0
Chrysler Plymouth,Pathfinder,Nissan,29437.4375
Chrysler Plymouth,Prizm,Chevrolet,22607.571428571428
Chrysler Plymouth,Prowler,Plymouth,36499.25
Chrysler Plymouth,Quest,Nissan,19500.0
Chrysler Plymouth,RAV4,Toyota,26000.25
Chrysler Plymouth,RL,Acura,22071.571428571428
Chrysler Plymouth,Ram Pickup,Dodge,20714.428571428572
Chrysler Plymouth,Ram Van,Dodge,35166.166666666664
Chrysler Plymouth,Ram Wagon,Dodge,22001.0
Chrysler Plymouth,Ranger,Ford,21500.0
Chrysler Plymouth,Regal,Buick,35200.4
Chrysler Plymouth,S-Class,Mercedes-B,22833.416666666668
Chrysler Plymouth,S-Type,Jaguar,23063.0
Chrysler Plymouth,S40,Volvo,24182.18181818182
Chrysler Plymouth,S70,Volvo,26317.0
Chrysler Plymouth,S80,Volvo,21100.0
Chrysler Plymouth,SC,Saturn,33250.5
Chrysler Plymouth,SL,Saturn,20500.0
Chrysler Plymouth,SL-Class,Mercedes-B,29110.2
Chrysler Plymouth,SLK,Mercedes-B,28000.571428571428
Chrysler Plymouth,SLK230,Mercedes-B,45499.25
Chrysler Plymouth,SW,Saturn,30750.0
Chrysler Plymouth,Sable,Mercury,48749.25
Chrysler Plymouth,Sebring Coupe,Chrysler,24916.833333333332
Chrysler Plymouth,Sentra,Nissan,20500.0
Chrysler Plymouth,Seville,Cadillac,44000.0
Chrysler Plymouth,Sienna,Toyota,15833.5
Chrysler Plymouth,Silhouette,Oldsmobile,27233.38888888889
Chrysler Plymouth,Sonata,Hyundai,17912.75
Chrysler Plymouth,Sunfire,Pontiac,31750.125
Chrysler Plymouth,TL,Acura,24916.777777777777
Chrysler Plymouth,Tacoma,Toyota,48199.7
Chrysler Plymouth,Taurus,Ford,25399.9
Chrysler Plymouth,Town & Country,Chrysler,17000.5
Chrysler Plymouth,Town car,Lincoln,29687.75
Chrysler Plymouth,V40,Volvo,18000.0
Chrysler Plymouth,V70,Volvo,39601.0
Chrysler Plymouth,Villager,Mercury,18667.0
Chrysler Plymouth,Viper,Dodge,29333.333333333332
Chrysler Plymouth,Voyager,Plymouth,18500.5
Chrysler Plymouth,Windstar,Ford,21750.0
Chrysler Plymouth,Wrangler,Jeep,19286.0
Chrysler Plymouth,Xterra,Nissan,9000.5
Chrysler of Tri-Cities,3-Sep,Saab,37599.4
Chrysler of Tri-Cities,3000GT,Mitsubishi,22500.166666666668
Chrysler of Tri-Cities,300M,Chrysler,18486.0
Chrysler of Tri-Cities,323i,BMW,17000.0
Chrysler of Tri-Cities,328i,BMW,28999.625
Chrysler of Tri-Cities,5-Sep,Saab,28000.0
Chrysler of Tri-Cities,528i,BMW,21714.571428571428
Chrysler of Tri-Cities,A4,Audi,17000.0
Chrysler of Tri-Cities,A6,Audi,20083.333333333332
Chrysler of Tri-Cities,Accord,Honda,25188.0
Chrysler of Tri-Cities,Altima,Nissan,20220.2
Chrysler of Tri-Cities,Aurora,Oldsmobile,30100.4
Chrysler of Tri-Cities,Avenger,Dodge,26375.0
Chrysler of Tri-Cities,Beetle,Volkswagen,40200.6
Chrysler of Tri-Cities,Bonneville,Pontiac,22183.5
Chrysler of Tri-Cities,Boxter,Porsche,20400.4
Chrysler of Tri-Cities,Bravada,Oldsmobile,27750.5
Chrysler of Tri-Cities,Breeze,Plymouth,23983.5
Chrysler of Tri-Cities,C-Class,Mercedes-B,15278.857142857143
Chrysler of Tri-Cities,C70,Volvo,38800.4
Chrysler of Tri-Cities,CL500,Mercedes-B,22000.0
Chrysler of Tri-Cities,CLK Coupe,Mercedes-B,22000.0
Chrysler of Tri-Cities,CR-V,Honda,22000.333333333332
Chrysler of Tri-Cities,Cabrio,Volkswagen,16250.5
Chrysler of Tri-Cities,Camaro,Chevrolet,20500.0
Chrysler of Tri-Cities,Camry,Toyota,31100.0
Chrysler of Tri-Cities,Caravan,Dodge,23333.666666666668
Chrysler of Tri-Cities,Carrera Cabrio,Porsche,32167.0
Chrysler of Tri-Cities,Carrera Coupe,Porsche,19500.5
Chrysler of Tri-Cities,Catera,Cadillac,57998.5
Chrysler of Tri-Cities,Cavalier,Chevrolet,20028.714285714286
Chrysler of Tri-Cities,Celica,Toyota,22586.0
Chrysler of Tri-Cities,Century,Buick,17001.0
Chrysler of Tri-Cities,Cherokee,Jeep,28833.666666666668
Chrysler of Tri-Cities,Civic,Honda,37700.333333333336
Chrysler of Tri-Cities,Concorde,Chrysler,19666.666666666668
Chrysler of Tri-Cities,Continental,Lincoln,28199.625
Chrysler of Tri-Cities,Contour,Ford,44999.0
Chrysler of Tri-Cities,Corolla,Toyota,31625.5
Chrysler of Tri-Cities,Corvette,Chevrolet,32275.25
Chrysler of Tri-Cities,Cougar,Mercury,28560.2
Chrysler of Tri-Cities,Crown Victoria,Ford,21200.0
Chrysler of Tri-Cities,Cutlass,Oldsmobile,38000.142857142855
Chrysler of Tri-Cities,Dakota,Dodge,16500.0
Chrysler of Tri-Cities,DeVille,Cadillac,22001.0
Chrysler of Tri-Cities,Diamante,Mitsubishi,21611.444444444445
Chrysler of Tri-Cities,Durango,Dodge,22433.555555555555
Chrysler of Tri-Cities,E-Class,Mercedes-B,25667.0
Chrysler of Tri-Cities,ES300,Lexus,27001.0
Chrysler of Tri-Cities,Eclipse,Mitsubishi,26334.0
Chrysler of Tri-Cities,Elantra,Hyundai,23400.0
Chrysler of Tri-Cities,Eldorado,Cadillac,40874.5625
Chrysler of Tri-Cities,Escalade,Cadillac,30000.333333333332
Chrysler of Tri-Cities,Escort,Ford,13500.0
Chrysler of Tri-Cities,Expedition,Ford,20000.5
Chrysler of Tri-Cities,Explorer,Ford,32843.0
Chrysler of Tri-Cities,F-Series,Ford,18200.0
Chrysler of Tri-Cities,Firebird,Pontiac,43000.0
Chrysler of Tri-Cities,Focus,Ford,34950.25
Chrysler of Tri-Cities,Forester,Subaru,24700.0
Chrysler of Tri-Cities,Frontier,Nissan,25750.5
Chrysler of Tri-Cities,GS300,Lexus,17001.0
Chrysler of Tri-Cities,GS400,Lexus,27528.85714285714
Chrysler of Tri-Cities,GTI,Volkswagen,22676.0
Chrysler of Tri-Cities,Galant,Mitsubishi,42434.0
Chrysler of Tri-Cities,Golf,Volkswagen,26000.5
Chrysler of Tri-Cities,Grand Am,Pontiac,12000.0
Chrysler of Tri-Cities,Grand Cherokee,Jeep,22500.333333333332
Chrysler of Tri-Cities,Grand Marquis,Mercury,19374.9375
Chrysler of Tri-Cities,Grand Prix,Pontiac,38999.357142857145
Chrysler of Tri-Cities,I30,Infiniti,35517.0
Chrysler of Tri-Cities,Impala,Chevrolet,21812.75
Chrysler of Tri-Cities,Integra,Acura,45001.0
Chrysler of Tri-Cities,Intrepid,Dodge,21000.5
Chrysler of Tri-Cities,Intrigue,Oldsmobile,32900.25
Chrysler of Tri-Cities,Jetta,Volkswagen,25500.05
Chrysler of Tri-Cities,LHS,Chrysler,29844.666666666668
Chrysler of Tri-Cities,LS,Saturn,48000.5
Chrysler of Tri-Cities,LS400,Lexus,33500.0625
Chrysler of Tri-Cities,LW,Saturn,32766.833333333332
Chrysler of Tri-Cities,LX470,Lexus,19666.666666666668
Chrysler of Tri-Cities,Land Cruiser,Toyota,19000.0
Chrysler of Tri-Cities,Lumina,Chevrolet,12000.0
Chrysler of Tri-Cities,M-Class,Mercedes-B,41400.5
Chrysler of Tri-Cities,Malibu,Chevrolet,48499.5
Chrysler of Tri-Cities,Maxima,Nissan,43500.333333333336
Chrysler of Tri-Cities,Metro,Chevrolet,18114.428571428572
Chrysler of Tri-Cities,Mirage,Mitsubishi,9000.0
Chrysler of Tri-Cities,Monte Carlo,Chevrolet,20834.0
Chrysler of Tri-Cities,Montero,Mitsubishi,16000.0
Chrysler of Tri-Cities,Montero Sport,Mitsubishi,43871.42857142857
Chrysler of Tri-Cities,Mountaineer,Mercury,21000.25
Chrysler of Tri-Cities,Mustang,Ford,30375.25
Chrysler of Tri-Cities,Mystique,Mercury,29050.0
Chrysler of Tri-Cities,Navigator,Lincoln,23758.833333333332
Chrysler of Tri-Cities,Neon,Dodge,19000.0
Chrysler of Tri-Cities,Neon,Plymouth,25500.0
Chrysler of Tri-Cities,Odyssey,Honda,54250.5
Chrysler of Tri-Cities,Outback,Subaru,36500.5
Chrysler of Tri-Cities,Park Avenue,Buick,48465.666666666664
Chrysler of Tri-Cities,Passat,Volkswagen,18600.0
Chrysler of Tri-Cities,Passport,Honda,23500.0
Chrysler of Tri-Cities,Pathfinder,Nissan,45399.1
Chrysler of Tri-Cities,Prizm,Chevrolet,22891.272727272728
Chrysler of Tri-Cities,Prowler,Plymouth,36949.25
Chrysler of Tri-Cities,Quest,Nissan,30250.0
Chrysler of Tri-Cities,RAV4,Toyota,27550.5
Chrysler of Tri-Cities,RL,Acura,22000.333333333332
Chrysler of Tri-Cities,RX300,Lexus,18000.0
Chrysler of Tri-Cities,Ram Pickup,Dodge,25178.714285714286
Chrysler of Tri-Cities,Ram Van,Dodge,39749.5
Chrysler of Tri-Cities,Ram Wagon,Dodge,22212.5
Chrysler of Tri-Cities,Ranger,Ford,31499.625
Chrysler of Tri-Cities,Regal,Buick,19000.0
Chrysler of Tri-Cities,S-Class,Mercedes-B,27437.75
Chrysler of Tri-Cities,S-Type,Jaguar,26750.5
Chrysler of Tri-Cities,S40,Volvo,32085.85714285714
Chrysler of Tri-Cities,S70,Volvo,22166.666666666668
Chrysler of Tri-Cities,S80,Volvo,21000.0
Chrysler of Tri-Cities,SC,Saturn,41532.833333333336
Chrysler of Tri-Cities,SL,Saturn,15500.0
Chrysler of Tri-Cities,SL-Class,Mercedes-B,24200.4
Chrysler of Tri-Cities,SLK,Mercedes-B,22250.0
Chrysler of Tri-Cities,SLK230,Mercedes-B,24633.25
Chrysler of Tri-Cities,SW,Saturn,30600.0
Chrysler of Tri-Cities,Sable,Mercury,41999.25
Chrysler of Tri-Cities,Sebring Coupe,Chrysler,28660.2
Chrysler of Tri-Cities,Seville,Cadillac,44001.0
Chrysler of Tri-Cities,Sienna,Toyota,21666.833333333332
Chrysler of Tri-Cities,Silhouette,Oldsmobile,26750.15
Chrysler of Tri-Cities,Sonata,Hyundai,19000.0
Chrysler of Tri-Cities,Stratus,Dodge,31250.0
Chrysler of Tri-Cities,Sunfire,Pontiac,31333.666666666668
Chrysler of Tri-Cities,TL,Acura,22667.333333333332
Chrysler of Tri-Cities,Tacoma,Toyota,39857.42857142857
Chrysler of Tri-Cities,Taurus,Ford,34999.25
Chrysler of Tri-Cities,Town & Country,Chrysler,42000.0
Chrysler of Tri-Cities,Town car,Lincoln,20400.2
Chrysler of Tri-Cities,V70,Volvo,39000.5
Chrysler of Tri-Cities,Villager,Mercury,19440.2
Chrysler of Tri-Cities,Viper,Dodge,32667.0
Chrysler of Tri-Cities,Voyager,Plymouth,27999.875
Chrysler of Tri-Cities,Windstar,Ford,21500.25
Chrysler of Tri-Cities,Wrangler,Jeep,24600.3
Chrysler of Tri-Cities,Xterra,Nissan,22266.666666666668
Classic Chevy,3-Sep,Saab,33249.875
Classic Chevy,3000GT,Mitsubishi,23750.25
Classic Chevy,300M,Chrysler,20500.0
Classic Chevy,323i,BMW,17233.555555555555
Classic Chevy,328i,BMW,21033.666666666668
Classic Chevy,4Runner,Toyota,30400.5
Classic Chevy,5-Sep,Saab,28000.0
Classic Chevy,528i,BMW,31681.5
Classic Chevy,A4,Audi,12000.0
Classic Chevy,A6,Audi,21333.555555555555
Classic Chevy,A8,Audi,13000.0
Classic Chevy,Accent,Hyundai,18000.0
Classic Chevy,Accord,Honda,26136.636363636364
Classic Chevy,Altima,Nissan,20500.0
Classic Chevy,Aurora,Oldsmobile,34999.625
Classic Chevy,Avenger,Dodge,22000.5
Classic Chevy,Beetle,Volkswagen,45166.666666666664
Classic Chevy,Bonneville,Pontiac,23500.0
Classic Chevy,Boxter,Porsche,20667.0
Classic Chevy,Bravada,Oldsmobile,22571.714285714286
Classic Chevy,Breeze,Plymouth,20000.0
Classic Chevy,C-Class,Mercedes-B,14375.25
Classic Chevy,C70,Volvo,30033.5
Classic Chevy,CL500,Mercedes-B,23850.25
Classic Chevy,CLK Coupe,Mercedes-B,22500.0
Classic Chevy,CR-V,Honda,31001.0
Classic Chevy,Cabrio,Volkswagen,18625.5
Classic Chevy,Camaro,Chevrolet,29001.0
Classic Chevy,Camry,Toyota,31500.0
Classic Chevy,Caravan,Dodge,22840.0
Classic Chevy,Carrera Cabrio,Porsche,32501.0
Classic Chevy,Carrera Coupe,Porsche,19833.666666666668
Classic Chevy,Catera,Cadillac,57998.5
Classic Chevy,Cavalier,Chevrolet,20100.0
Classic Chevy,Celica,Toyota,34750.25
Classic Chevy,Century,Buick,17000.0
Classic Chevy,Cherokee,Jeep,21333.666666666668
Classic Chevy,Cirrus,Chrysler,12250.0
Classic Chevy,Civic,Honda,35000.5
Classic Chevy,Concorde,Chrysler,33762.75
Classic Chevy,Continental,Lincoln,34455.38888888889
Classic Chevy,Contour,Ford,48248.875
Classic Chevy,Corolla,Toyota,36375.75
Classic Chevy,Corvette,Chevrolet,28200.2
Classic Chevy,Cougar,Mercury,29000.0
Classic Chevy,Crown Victoria,Ford,22275.0
Classic Chevy,Cutlass,Oldsmobile,29957.428571428572
Classic Chevy,Dakota,Dodge,18033.333333333332
Classic Chevy,DeVille,Cadillac,57998.5
Classic Chevy,Diamante,Mitsubishi,20625.0625
Classic Chevy,Durango,Dodge,21533.88888888889
Classic Chevy,E-Class,Mercedes-B,23000.5
Classic Chevy,ES300,Lexus,30500.5
Classic Chevy,Eclipse,Mitsubishi,26333.333333333332
Classic Chevy,Elantra,Hyundai,24250.5
Classic Chevy,Eldorado,Cadillac,37274.625
Classic Chevy,Escalade,Cadillac,30000.0
Classic Chevy,Escort,Ford,13833.666666666666
Classic Chevy,Expedition,Ford,20667.0
Classic Chevy,Explorer,Ford,36750.0
Classic Chevy,F-Series,Ford,20416.833333333332
Classic Chevy,Focus,Ford,34333.5
Classic Chevy,Forester,Subaru,23000.4
Classic Chevy,Frontier,Nissan,14033.333333333334
Classic Chevy,GS300,Lexus,51000.0
Classic Chevy,GS400,Lexus,25000.0
Classic Chevy,GTI,Volkswagen,24000.5
Classic Chevy,Galant,Mitsubishi,40200.333333333336
Classic Chevy,Golf,Volkswagen,26250.0
Classic Chevy,Grand Am,Pontiac,16700.333333333332
Classic Chevy,Grand Cherokee,Jeep,21250.0
Classic Chevy,Grand Marquis,Mercury,22849.916666666668
Classic Chevy,Grand Prix,Pontiac,47333.166666666664
Classic Chevy,I30,Infiniti,33400.2
Classic Chevy,Impala,Chevrolet,21500.0
Classic Chevy,Integra,Acura,45000.0
Classic Chevy,Intrepid,Dodge,11001.0
Classic Chevy,Intrigue,Oldsmobile,39000.0
Classic Chevy,Jetta,Volkswagen,34019.7
Classic Chevy,LHS,Chrysler,32622.333333333332
Classic Chevy,LS,Saturn,35917.166666666664
Classic Chevy,LS400,Lexus,40549.5
Classic Chevy,LW,Saturn,16000.2
Classic Chevy,LX470,Lexus,38250.0
Classic Chevy,Land Cruiser,Toyota,19500.5
Classic Chevy,LeSabre,Buick,20350.0
Classic Chevy,Lumina,Chevrolet,42200.5
Classic Chevy,M-Class,Mercedes-B,28033.666666666668
Classic Chevy,Malibu,Chevrolet,20000.666666666668
Classic Chevy,Maxima,Nissan,38000.0
Classic Chevy,Metro,Chevrolet,20333.666666666668
Classic Chevy,Monte Carlo,Chevrolet,23500.5
Classic Chevy,Montero,Mitsubishi,16001.0
Classic Chevy,Montero Sport,Mitsubishi,45667.333333333336
Classic Chevy,Mountaineer,Mercury,21000.333333333332
Classic Chevy,Mustang,Ford,29300.2
Classic Chevy,Navigator,Lincoln,23666.666666666668
Classic Chevy,Neon,Plymouth,26375.25
Classic Chevy,Odyssey,Honda,45166.666666666664
Classic Chevy,Outback,Subaru,38000.5
Classic Chevy,Park Avenue,Buick,38714.142857142855
Classic Chevy,Passat,Volkswagen,18545.909090909092
Classic Chevy,Passport,Honda,19500.0
Classic Chevy,Pathfinder,Nissan,36899.6
Classic Chevy,Prizm,Chevrolet,24615.615384615383
Classic Chevy,Prowler,Plymouth,29000.1
Classic Chevy,Quest,Nissan,19500.0
Classic Chevy,RAV4,Toyota,32250.125
Classic Chevy,RL,Acura,22166.666666666668
Classic Chevy,Ram Pickup,Dodge,31500.272727272728
Classic Chevy,Ram Van,Dodge,34887.5
Classic Chevy,Ram Wagon,Dodge,22000.5
Classic Chevy,Ranger,Ford,25999.9
Classic Chevy,Regal,Buick,29300.2
Classic Chevy,S-Class,Mercedes-B,16750.5
Classic Chevy,S-Type,Jaguar,16500.0
Classic Chevy,S40,Volvo,31500.166666666668
Classic Chevy,S70,Volvo,22333.666666666668
Classic Chevy,S80,Volvo,22800.285714285714
Classic Chevy,SC,Saturn,33250.0
Classic Chevy,SL-Class,Mercedes-B,20366.666666666668
Classic Chevy,SLK,Mercedes-B,17000.0
Classic Chevy,SLK230,Mercedes-B,35999.5
Classic Chevy,SW,Saturn,30500.5
Classic Chevy,Sable,Mercury,43999.4
Classic Chevy,Sebring Coupe,Chrysler,28000.333333333332
Classic Chevy,Sentra,Nissan,16000.0
Classic Chevy,Seville,Cadillac,22800.0
Classic Chevy,Sienna,Toyota,26666.666666666668
Classic Chevy,Silhouette,Oldsmobile,29499.875
Classic Chevy,Sonata,Hyundai,19200.4
Classic Chevy,Stratus,Dodge,31000.0
Classic Chevy,Sunfire,Pontiac,35200.0
Classic Chevy,TL,Acura,24200.0
Classic Chevy,Tacoma,Toyota,42514.57142857143
Classic Chevy,Taurus,Ford,45999.9
Classic Chevy,Town & Country,Chrysler,42001.0
Classic Chevy,Town car,Lincoln,20000.5
Classic Chevy,Villager,Mercury,19778.0
Classic Chevy,Viper,Dodge,28850.4
Classic Chevy,Voyager,Plymouth,28074.625
Classic Chevy,Windstar,Ford,24250.5
Classic Chevy,Wrangler,Jeep,28249.875
Classic Chevy,Xterra,Nissan,31000.0
Clay Johnson Auto Sales,3-Sep,Saab,40182.583333333336
Clay Johnson Auto Sales,3000GT,Mitsubishi,26500.5
Clay Johnson Auto Sales,300M,Chrysler,23625.375
Clay Johnson Auto Sales,323i,BMW,19575.0
Clay Johnson Auto Sales,328i,BMW,21850.5
Clay Johnson Auto Sales,4Runner,Toyota,27750.5
Clay Johnson Auto Sales,528i,BMW,30656.714285714286
Clay Johnson Auto Sales,A4,Audi,19500.5
Clay Johnson Auto Sales,A6,Audi,22727.545454545456
Clay Johnson Auto Sales,A8,Audi,44250.0
Clay Johnson Auto Sales,Accord,Honda,43000.0
Clay Johnson Auto Sales,Altima,Nissan,20900.0
Clay Johnson Auto Sales,Avenger,Dodge,25666.666666666668
Clay Johnson Auto Sales,Beetle,Volkswagen,39000.0
Clay Johnson Auto Sales,Bonneville,Pontiac,17375.25
Clay Johnson Auto Sales,Bravada,Oldsmobile,22728.714285714286
Clay Johnson Auto Sales,Breeze,Plymouth,39001.0
Clay Johnson Auto Sales,C-Class,Mercedes-B,14500.25
Clay Johnson Auto Sales,C70,Volvo,30699.916666666668
Clay Johnson Auto Sales,CL500,Mercedes-B,26833.333333333332
Clay Johnson Auto Sales,CLK Coupe,Mercedes-B,22000.0
Clay Johnson Auto Sales,CR-V,Honda,24333.333333333332
Clay Johnson Auto Sales,Cabrio,Volkswagen,16666.666666666668
Clay Johnson Auto Sales,Camaro,Chevrolet,26775.5
Clay Johnson Auto Sales,Camry,Toyota,31250.5
Clay Johnson Auto Sales,Caravan,Dodge,19001.0
Clay Johnson Auto Sales,Carrera Cabrio,Porsche,20666.666666666668
Clay Johnson Auto Sales,Carrera Coupe,Porsche,23500.666666666668
Clay Johnson Auto Sales,Catera,Cadillac,38000.166666666664
Clay Johnson Auto Sales,Cavalier,Chevrolet,20250.0
Clay Johnson Auto Sales,Celica,Toyota,29000.0
Clay Johnson Auto Sales,Century,Buick,17000.5
Clay Johnson Auto Sales,Cherokee,Jeep,36001.0
Clay Johnson Auto Sales,Cirrus,Chrysler,12001.0
Clay Johnson Auto Sales,Civic,Honda,39800.2
Clay Johnson Auto Sales,Concorde,Chrysler,32400.0
Clay Johnson Auto Sales,Continental,Lincoln,34312.4375
Clay Johnson Auto Sales,Contour,Ford,28749.875
Clay Johnson Auto Sales,Corolla,Toyota,14000.0
Clay Johnson Auto Sales,Corvette,Chevrolet,32700.6
Clay Johnson Auto Sales,Cougar,Mercury,29586.0
Clay Johnson Auto Sales,Crown Victoria,Ford,26000.166666666668
Clay Johnson Auto Sales,Cutlass,Oldsmobile,37840.0
Clay Johnson Auto Sales,Dakota,Dodge,21000.0
Clay Johnson Auto Sales,DeVille,Cadillac,57998.5
Clay Johnson Auto Sales,Diamante,Mitsubishi,21545.81818181818
Clay Johnson Auto Sales,Durango,Dodge,19666.833333333332
Clay Johnson Auto Sales,E-Class,Mercedes-B,27000.0
Clay Johnson Auto Sales,ES300,Lexus,26025.5
Clay Johnson Auto Sales,Eclipse,Mitsubishi,19500.0
Clay Johnson Auto Sales,Elantra,Hyundai,24000.5
Clay Johnson Auto Sales,Eldorado,Cadillac,30937.5625
Clay Johnson Auto Sales,Escalade,Cadillac,30833.333333333332
Clay Johnson Auto Sales,Escort,Ford,12250.25
Clay Johnson Auto Sales,Expedition,Ford,27850.125
Clay Johnson Auto Sales,Explorer,Ford,33437.75
Clay Johnson Auto Sales,F-Series,Ford,13200.0
Clay Johnson Auto Sales,Firebird,Pontiac,43000.0
Clay Johnson Auto Sales,Focus,Ford,17000.0
Clay Johnson Auto Sales,Forester,Subaru,23850.375
Clay Johnson Auto Sales,Frontier,Nissan,25900.2
Clay Johnson Auto Sales,GS300,Lexus,51000.0
Clay Johnson Auto Sales,GS400,Lexus,31000.0
Clay Johnson Auto Sales,GTI,Volkswagen,25610.2
Clay Johnson Auto Sales,Galant,Mitsubishi,36100.0
Clay Johnson Auto Sales,Golf,Volkswagen,17700.333333333332
Clay Johnson Auto Sales,Grand Am,Pontiac,21800.6
Clay Johnson Auto Sales,Grand Cherokee,Jeep,16550.0
Clay Johnson Auto Sales,Grand Marquis,Mercury,37221.833333333336
Clay Johnson Auto Sales,Grand Prix,Pontiac,31399.7
Clay Johnson Auto Sales,I30,Infiniti,37667.0
Clay Johnson Auto Sales,Impala,Chevrolet,14001.0
Clay Johnson Auto Sales,Integra,Acura,45000.0
Clay Johnson Auto Sales,Intrepid,Dodge,11000.5
